dataset,instance,variant,HV_common,Cmax_best,TEC_best,WB_best,NSol,Time,Transition_gen,PPO_update_count,BC_final_accuracy,Entropy_last20,seed_count
Hurink_edata,la11.fjs,R3_cmax_only,1.1605851772003533,1488.511509156941,52750.97604779877,97.99999999999976,38.5,67.75720655918121,60.0,3.0,0.30340676009655,0.8383172148696636,10
Hurink_edata,la11.fjs,R4_survival_hv,1.1895165731945387,1478.4665362451756,52677.437425296026,97.99999999999966,31.0,67.78929221630096,48.0,4.0,0.35442546010017395,0.8326361203320871,10
Hurink_edata,la11.fjs,R5_composite,1.1808417198898535,1483.7916162747015,52808.56955948319,97.99999999999972,17.0,66.94212973117828,59.5,3.0,0.3539682626724243,0.7785478709600249,10
Hurink_edata,la11.fjs,R6_adaptive_weight,1.1404964384826823,1503.9271245771815,52782.69773531539,97.99999999999966,33.5,67.8865202665329,52.5,3.5,0.34187500178813934,0.8019033061102963,10
Hurink_edata,la12.fjs,R1_survival_only,1.1556907787750945,1225.7196631737638,36554.41924873309,72.99999999999977,35.0,67.77255201339722,70.0,2.0,0.3000000119209289,0.8770390571308304,10
Hurink_edata,la12.fjs,R2_hv_only,1.1362811937021808,1221.2032022287772,36735.36533701094,72.99999999999966,30.5,67.96000170707703,63.5,3.0,0.318237692117691,0.814646872391696,10
Hurink_edata,la12.fjs,R3_cmax_only,1.092023723425351,1250.749266920764,36735.47517605631,72.99999999999977,21.5,68.53030383586884,70.0,2.0,0.2714285850524902,0.8484391826661399,10
Hurink_edata,la12.fjs,R4_survival_hv,1.0975768482954749,1243.3187825666319,36736.7486849897,72.99999999999966,31.0,67.84150326251984,70.0,2.0,0.31339286267757416,0.8785421822325382,10
Hurink_edata,la12.fjs,R5_composite,1.1254749016989611,1243.644700467527,36723.10758879593,72.99999999999972,26.0,67.252814412117,70.0,2.0,0.2992537319660187,0.811709124234504,10
Hurink_edata,la12.fjs,R6_adaptive_weight,1.115295241561573,1246.9480294017312,36639.82271151618,72.99999999999972,25.0,67.26188540458679,70.0,2.0,0.28571429848670954,0.8240172776373185,10
Hurink_edata,la13.fjs,R1_survival_only,1.1565908590125589,1348.8663804041853,45617.736573002665,24.0,28.5,67.27822196483612,70.0,2.0,0.29912281036376953,0.8229508077587683,10
Hurink_edata,la13.fjs,R2_hv_only,1.1310285365896942,1383.160778428094,45750.51933637235,24.0,29.0,67.86361229419708,70.0,2.0,0.2825630307197571,0.8748528715244923,10
Hurink_edata,la13.fjs,R3_cmax_only,1.126164492221291,1359.8079284607938,45777.216449726,23.999999999999886,24.5,67.58263742923737,70.0,2.0,0.2571428716182709,0.8748528715244923,10
Hurink_edata,la13.fjs,R4_survival_hv,1.1173800546245818,1372.8929026062056,45735.73643679623,23.999999999999886,23.5,67.7480001449585,70.0,2.0,0.2928571552038193,0.8541202772037166,10
Hurink_edata,la13.fjs,R5_composite,1.0985405282363594,1394.8989625070144,45739.479892180054,24.0,36.0,67.73964786529541,70.0,2.0,0.2857142984867096,0.8531743128760554,10
Hurink_edata,la13.fjs,R6_adaptive_weight,1.1204109219671707,1349.2448789217387,45673.19616135095,24.0,31.0,67.69319176673889,70.0,2.0,0.3000000119209289,0.8318845577812332,10
